0,6.6573,6.5012,7.1534,7.323,7.3018,6.6079,7.5034,7.2082,6.9321,7.616,6.6675,6.7712,7.3026,7.0939,7.8662,7.4808,7.6211,7.7782,7.87,7.4994,7.5089,7.6546,6.848,6.7216,6.7944,7.597,7.8997
20,6.25,6.1996,6.8698,7.0869,6.8976,6.2452,7.3029,6.9716,6.5885,7.4121,6.4183,6.3464,6.9727,6.7666,7.5073,7.1646,7.3869,7.5713,7.6215,7.1837,7.3013,7.382,6.54,6.5143,6.5114,7.3602,7.5705
40,5.897,5.9354,6.6227,6.8708,6.5523,5.9284,7.1215,6.7624,6.2916,7.2296,6.1946,5.9632,6.6884,6.4804,7.1805,6.8771,7.1792,7.3888,7.4072,6.9055,7.1113,7.1355,6.2578,6.3281,6.2666,7.1536,7.2795
60,5.5675,5.6892,6.3971,6.6676,6.2309,5.6339,6.9516,6.5667,6.016,7.0598,5.9859,5.6047,6.4266,6.2158,6.8779,6.6101,6.985,7.2183,7.21,6.6478,6.9323,6.9064,5.9926,6.1544,6.0414,6.9628,7.0137
80,5.2517,5.4531,6.182,6.473,5.9263,5.3507,6.7888,6.3806,5.7507,6.8977,5.7861,5.2613,6.1764,5.963,6.5886,6.3526,6.7988,7.0555,7.0208,6.4008,6.7607,6.6874,5.7379,5.9879,5.8275,6.7804,6.7606
100,4.9464,5.2227,5.9696,6.284,5.6326,5.0749,6.6307,6.1992,5.4924,6.7412,5.5921,4.9294,5.9337,5.7174,6.3078,6.1003,6.6181,6.8978,6.8356,6.1609,6.5945,6.4747,5.4886,5.8257,5.6191,6.6028,6.5133
120,4.6499,4.9966,5.7599,6.0989,5.3464,4.8036,6.4756,6.0207,5.2418,6.5883,5.4018,4.6095,5.6954,5.4762,6.0331,5.8497,6.4424,6.743,6.6522,5.9263,6.4314,6.2663,5.242,5.6668,5.4165,6.4268,6.2701
140,4.36,4.7736,5.553,5.9171,5.0693,4.538,6.322,5.8451,4.999,6.4378,5.2142,4.3019,5.4613,5.2374,5.7601,5.6017,6.2705,6.5892,6.4752,5.6949,6.2703,6.0623,4.9966,5.5109,5.2206,6.2534,6.0302
160,4.0764,4.5549,5.3487,5.7372,4.8007,4.2786,6.1718,5.6721,4.7628,6.2885,5.0277,4.0082,5.231,5.001,5.4872,5.3581,6.1007,6.4372,6.3027,5.4666,6.1126,5.8607,4.7527,5.3569,5.0317,6.0846,5.7942
180,3.8021,4.3414,5.1485,5.5592,4.5361,4.0268,6.0232,5.501,4.5332,6.1422,4.842,3.7276,5.0039,4.7674,5.2147,5.1217,5.9316,6.2881,6.1324,5.2422,5.9565,5.6605,4.5126,5.2047,4.8523,5.9189,5.5626
200,3.5431,4.1344,4.9513,5.382,4.2779,3.7846,5.877,5.3321,4.3137,5.9982,4.6572,3.4641,4.7806,4.5376,4.9435,4.892,5.7631,6.1409,5.9624,5.0205,5.8027,5.4608,4.2805,5.0532,4.682,5.7553,5.3336
220,3.3101,3.9354,4.7565,5.2048,4.0282,3.5575,5.7323,5.165,4.1083,5.856,4.4747,3.2247,4.5606,4.3158,4.6765,4.6708,5.596,5.9947,5.7941,4.8009,5.6499,5.2622,4.0585,4.903,4.5168,5.5929,5.107
